,Actor name,Trends score
70,Sienna Miller,42645.97061207231
71,Jon Bernthal,42622.44168268669
90,Christina Hendricks,42604.51813301078
1174,Orlando Brown,42545.026219201165
40,Peter Kay,42494.73950559182
72,Adrien Brody,42404.286871536766
3312,Ariel Winter,42398.37178725167
2886,Ellen Page,42390.732802341045
821,Mel Brooks,42305.82973692832
2298,Diane Lane,42291.97159429717
64,Sarah Shahi,42142.02924639379
39,Drew Carey,42051.153941336655
2299,Josh Brolin,41945.03171247357
41,Catherine Deneuve,41754.81181330713
3737,Isla Fisher,41741.84845097445
1831,Meagan Good,41714.19389837843
91,Julia Stiles,41701.52441611336
40,Björk,41700.85666015673
42,Davy Jones,41657.16365969757
37,Kelly Rowland,41587.75199073395
2300,Carmen Electra,41558.93734057505
92,Jill Scott,41542.339047172645
4192,Brenda Song,41412.64066333869
65,Matt Ryan,41290.20994282223
3738,Selma Blair,41269.73888256122
41,Randeep Hooda,41253.65252376095
66,John Light,41200.69929927387
1522,Kathy Bates,41186.80565638686
93,Zachary Levi,41061.30403968817
46,Tina Fey,41053.15969722749
41,Peter North,40799.29387031806
43,Til Schweiger,40777.66413038021
73,Mark Harmon,40750.710198591936
47,Rose Byrne,40706.708702720665
1832,Freddie Highmore,40343.6783970167
4193,Claudia Schiffer,40309.97249806945
67,James Green,40198.95820694957
94,Mark Williams,40186.1599932267
3313,Timothy Olyphant,40179.81813984797
74,Gina Carano,40108.69642687061
95,Henry Winkler,40052.319004524885
75,Ron Howard,40008.63682773696
1175,Bernie Mac,40004.84907261487
2301,Kelsey Grammer,39972.32905485083
76,Tilda Swinton,39964.92532845561
48,Peter Jackson,39952.338257423005
49,Calista Flockhart,39836.58511503549
68,Miranda Cosgrove,39827.34265596473
69,Fat Joe,39755.9994537149
460,Sam Worthington,39704.09639255643
4194,John Miller,39659.31884773317
4195,Nina Hartley,39621.62619510957
2302,Ashley Judd,39598.119002585496
3314,Seu Jorge,39564.333223641
77,Mark Kelly,39562.27520615636
1176,Christopher Lloyd,39558.729939457786
78,Mary Elizabeth Winstead,39508.92676021637
3739,Andrew Lincoln,39501.06099111485
96,Patti LaBelle,39260.77119811135
70,David Spade,39167.41803515386
2303,Stephen Fry,39129.6048864287
50,Juliette Lewis,39129.58453547214
71,Jenna Jameson,39048.19864496596
42,Ryan James,39026.22926728325
72,Lewis Black,38991.57554280243
461,Corey Feldman,38982.82177735348
51,Milo Ventimiglia,38979.07102919725
42,Alyson Hannigan,38970.899140244175
79,Lea Michele,38949.803034781165
2887,Dax Shepard,38892.98482626818
38,Natalie Dormer,38865.92767634262
73,Donny Osmond,38862.81288639817
822,Angela Lansbury,38812.68783204433
80,Alicia Vikander,38809.494622337785
44,Silver Tree,38801.07049908286
81,Max King,38778.78439883437
74,Jared Padalecki,38739.3588216549
97,Evangeline Lilly,38702.3333259453
98,Diane Kruger,38658.2902391726
99,Zach Galifianakis,38546.78023877179
2304,Seth Meyers,38504.919398219645
2305,Nick Carter,38444.08503310333
34,Maya Rudolph,38409.787382859045
35,Tessa Thompson,38288.19557314475
3315,Jean Reno,38231.11741737127
823,Nicholas Hoult,38230.497514563656
2888,Melanie Lynskey,38114.317881859846
2889,Roseanne Barr,38075.400766446895
82,Gad Elmaleh,38030.80505256362
39,Psicosis,38024.912568766566
3316,David Byrne,37976.10858205661
1833,Olivia Munn,37970.87753962458
2890,Master P,37946.37234695448
1523,Sarah Silverman,37924.15703539653
43,Tyra Banks,37897.82630539424
43,James Deen,37879.94769369762
44,Nick Lachey,37876.88563536978
40,Michael Green,37873.25410674466
1177,Adam West,37836.85546202348
75,Ben Foster,37826.25354990909
462,Christoph Waltz,37787.1099288386
1524,Nana Patekar,37732.72471076369
36,Lou Reed,37677.13443436494
1834,Jennifer Grey,37577.93272848468
37,Cindy Williams,37569.573283859005
52,Luke Grimes,37564.39765558201
41,Martha Higareda,37479.83619215567
1835,Debbie Harry,37458.71108299952
76,Taylor Momsen,37442.3613105514
38,Idina Menzel,37277.62158962861
100,Kelly Brook,37157.28715728716
3740,Oscar de la Renta,37145.36135382654
1178,James Caan,37123.382904312326
2306,Bill Nighy,37069.829336698174
3741,Frankie Muniz,37052.5346623866
1836,Linda Hamilton,37035.49543299804
1837,Jon Favreau,37019.53747054902
463,Nick Nolte,36985.16619579071
45,Earl Jones,36915.69468942251
464,Laura Dern,36890.03973952581
42,Richard Harris,36831.70515097691
2307,Lacey Chabert,36805.2999631947
1838,Bette Midler,36792.04310620487
1179,Toni Collette,36721.39285040848
4196,Julie Bowen,36652.08025686532
1525,Jenna Fischer,36557.298498904216
45,Giancarlo Esposito,36467.43340443425
2891,Kris Kristofferson,36366.6776103016
4197,James Woods,36295.45646839834
39,James Gandolfini,36202.01008456925
77,Bill Paxton,36187.14678317788
46,Joan Rivers,36185.78580700732
1180,Donald Sutherland,36139.68875859612
40,Jerry Rice,36079.08305541961
2892,Dave Franco,36062.42367483189
46,Martin Sheen,35944.97733846814
47,Michael York,35910.1469340704
101,Johnny Knoxville,35867.772430052624
2308,Philip Seymour Hoffman,35850.00607333113
2893,Sam Neill,35831.414025502105
1181,Ron Perlman,35766.324905468064
43,Christian Black,35747.24100398746
824,Rita Moreno,35707.67280548078
102,Katheryn Winnick,35675.884580301645
44,David Williams,35607.40953790285
2309,John Carpenter,35607.0728279165
53,Kit Will,35594.65593363899
48,Tony Curtis,35539.087025886474
83,Lauren Graham,35536.39457951837
78,LeAnn Rimes,35475.40731872542
1182,Rainn Wilson,35460.51277607479
79,Julianne Hough,35368.39251535068
80,Taye Diggs,35303.15502193908
54,Lily Tiger,35243.480317568814
1839,Logan Lerman,35137.538638247366
465,Kelly Preston,35117.863128989695
1526,Billy Bob Thornton,35084.55960104514
1183,John Cleese,34853.52048187065
103,Jesse Eisenberg,34843.96867975741
47,John Francis,34829.12068952534
81,Alan Ritchson,34815.48269791454
55,Jesse Williams,34757.70424922968
2310,Rickey Smiley,34662.37634802555
48,David Walliams,34611.91318134623
104,Richard Thomas,34578.8173223835
1527,Sarah Snook,34561.22045967661
825,Jon Stewart,34349.22873135923
1528,Cameron Monaghan,34334.69034251083
3317,Leslie Jordan,34332.920011311966
466,George Hamilton,34309.734613340566
1840,Heather Graham,34289.605098419146
4198,Lynda Carter,34285.13410610035
3318,Gilberto Gil,34280.34371078231
82,Patrick Wilson,34239.935133610656
41,Steve Vai,34204.44586088758
105,John Ritter,34162.97741654291
3742,Hilarie Burton,34162.97564743462
467,Jackie Shroff,34055.27134283198
106,Elvis Costello,34015.31066972244
3743,Sandra Oh,34011.57831736358
826,Molly Ringwald,33961.10185303879
2894,Glenn Close,33955.83850015631
49,Gregory Peck,33924.81388339919
56,Travis Fimmel,33865.416916264374
2895,Daryl Mitchell,33844.079749034245
1184,Andrew Johnson,33822.01286390264
46,Gianna Michaels,33778.475632153044
45,The Enigma,33778.475632153044
57,Simon Pegg,33755.40281212812
49,Pauly Shore,33728.821517446624
84,Vera Farmiga,33701.982854525224
1529,Karl Urban,33686.72229771776
4199,Leslie Nielsen,33616.0296966659
827,Rani Mukerji,33572.974974718345
42,Kenneth Branagh,33497.61544327715
50,Duane Martin,33491.94772614428
4200,Brian Wilson,33469.714007017734
1530,Mary Tyler Moore,33446.20621696676
43,Shy Love,33436.151928702326
51,Billy Porter,33393.817938066146
4201,Michael Jai White,33213.66155013344
52,Wayne Brady,33186.57827530666
1531,Ted Danson,33177.20530835285
83,Jason Segel,33085.410043356285
4202,David Hill,33078.940688721545
44,Kate del Castillo,33067.3708412534
828,Laura Linney,32990.78465723768
1841,Charles Aznavour,32966.00152405315
3744,Topher Grace,32959.17806828525
107,Rashida Jones,32922.4492827434
47,John Mellencamp,32913.45897316954
1842,Thomas Mann,32903.957606504744
468,Dan Aykroyd,32844.42224135024
469,James Earl Jones,32810.721962321404
470,Scott Eastwood,32742.52624637644
48,Gladys Knight,32736.389279422685
2896,Linda Cardellini,32702.53204341385
2311,Sean Bean,32657.16913359593
85,Cobie Smulders,32626.708593373816
829,James Fox,32602.65777891724
1532,Bo Derek,32553.755499148872
4203,Helen McCrory,32494.119637871223
49,Peter White,32378.246486809807
44,Jesse Plemons,32374.168326880423
84,RZA,32369.43838968138
58,Nicola Peltz,32362.985389118985
108,Wentworth Miller,32341.866670910797
2312,Lou Ferrigno,32319.58657178598
86,Al Gore,32282.951997492582
59,Lauren Cohan,32274.51702027973
50,McCloud,32226.36558644524
1185,Henry O,32077.2533831852
2897,Laurence Fishburne,32052.07964982923
830,Bijou Phillips,32020.46746143657
53,Taylor Kinney,32003.03640668872
2313,Juno Temple,31970.510110045
85,Tom Welling,31937.92063490445
50,Robert Duvall,31904.650428330253
109,Olga Kurylenko,31903.49264705882
471,Danny Glover,31886.3881399924
86,Mike Jones,31819.06820342189
2898,David Mitchell,31631.15784898539
87,Bill White,31630.267155838144
1533,David Cross,31610.376666029533
45,Wil Wheaton,31605.01409567203
472,Anupam Kher,31601.00877119772
88,Andie MacDowell,31588.638320838832
2314,Paul Dano,31571.529245947848
110,Ashley Benson,31567.835088993827
1843,David Wilson,31518.310114590346
87,Mark Margolis,31479.147571035744
60,Devon Aoki,31427.31678854261
111,Robert Wagner,31408.434271653125
89,Lizzy Caplan,31344.87022602236
2899,Michael Shannon,31298.44150638101
4204,Jim Gaffigan,31251.37490481428
473,Karl Anthony,31201.47765488517
474,Elisabeth Shue,31163.427072379207
3745,Charlie Murphy,31136.76633297861
46,Norman Lear,31055.22072837789
61,Eddie Redmayne,31029.464927770012
51,Will Ryan,31021.2086950908
2315,Diego Luna,31008.693539710905
45,Jami Gertz,30916.14783113469
1186,Morena Baccarin,30873.823033248325
51,John Leguizamo,30824.907892000298
90,Lena Headey,30797.55457376869
475,Stephen Graham,30732.68258760473
3319,Milton Nascimento,30732.62345231949
91,Robert Ri'chard,30643.82302015587
92,Amy Poehler,30622.51252187183
2900,Elisha Cuthbert,30551.85434304566
2316,Lily Tomlin,30541.86548425103
112,Teri Hatcher,30533.213712106008
3746,Jon Voight,30496.7251613975
62,Huey Lewis,30489.942354349136
63,Tia Mowry,30479.083166532306
46,Sean Hannity,30455.17147182353
52,Deepak Chopra,30441.77344362515
53,Anthony Johnson,30406.94303922741
64,Chris Williams,30371.293606758834
113,Troy Baker,30333.25733394133
476,Peter Falk,30326.31425724814
831,Joshua Jackson,30273.89650899457
47,Will Chase,30240.04917081166
1844,Del Zamora,30215.387846073816
47,Mick Blue,30123.64559699036
65,John Wood,29922.751956650267
93,Hoon Lee,29898.59712878317
1187,Ashley Olsen,29896.264160197235
54,William Smith,29814.82616446582
48,Trey Parker,29806.8427270008
114,Brigitte Nielsen,29765.59680620714
52,Bill George,29752.632822116844
115,Eddie Izzard,29747.522590193857
55,Tyrese Gibson,29710.3349512726
1845,Jessica Lange,29636.311282288687
1534,Kristin Chenoweth,29591.32528942189
1188,Luke Wilson,29557.011695197507
116,Dane Cook,29538.23244414045
832,Rose McGowan,29497.642752353688
117,Matthew Gray Gubler,29456.02957091928
88,Josh Peck,29426.504625813555
56,Sarika,29362.0309072952
477,Whitney Cummings,29317.973820840263
2901,Christian Slater,29303.16077373432
89,Da Brat,29299.883924401645
94,Max Brown,29234.61711203833
2902,Barry Humphries,29047.03991660513
3320,Brittany Snow,29017.807556625863
95,Valerie Bertinelli,28952.775930414828
3747,Glenn Beck,28943.50468985324
3748,Bob Newhart,28938.477933225007
90,Larry Miller,28858.32531005416
66,Jackson Browne,28760.70333697453
1535,Ashley Tisdale,28751.14661583591
836,Minka Kelly,28721.3889957128
835,Charlton Heston,28721.3889957128
834,Jennifer Tilly,28721.3889957128
833,Irrfan Khan,28721.3889957128
1846,Ed Harris,28664.28990736365
48,Aileen Wuornos,28641.99779186633
53,Suzi Quatro,28620.438266460747
2317,Robin Wright,28570.499268173688
478,Chloë Moretz,28556.962170721115
96,Damon Albarn,28501.188389943178
479,Abigail Spencer,28388.18435068066
4205,Jason Alexander,28312.08594691992
54,Danny McBride,28218.29023837073
91,David Duchovny,28216.23648980573
57,Rajpal Yadav,28212.62756216976
3321,Matt Dillon,28207.18123036165
1847,David Keith,28192.96561146062
1848,Keith David,28188.61987282588
92,Rooney Mara,28180.564888680823
97,Jenna Dewan,28163.02808556395
1849,John Terry,28147.25726112694
3749,Lake Bell,28110.39140349518
49,Shaun White,28037.79294383169
837,Gary Busey,27945.135239071915
54,Paul Wall,27911.63523282581
49,Ron White,27873.70385968108
50,Gary Moore,27842.972102393665
50,Skeet Ulrich,27766.13128859729
2903,Peter Frampton,27763.05375344425
2318,Bill Duke,27659.68522792344
51,Roger Ebert,27622.859197324866
52,Katharine McPhee,27594.54932117364
2319,Miriam Margolyes,27551.711999495616
93,Anthony Mackie,27548.6868493254
94,Andy Serkis,27541.19920626606
95,Tyler Posey,27520.64026786994
51,Martin Freeman,27504.922772232152
1850,Anthony Anderson,27483.53341949697
838,Jeremy Irons,27362.944921591254
96,Adam James,27342.28226224538
53,Stephen Boss,27313.481025233457
54,John Schneider,27313.481025233457
55,Elliott Smith,27304.473063685327
55,Cesar Millan,27288.086261291493
1189,Robert Patrick,27244.13166508221
67,Kurt Angle,27145.462977804364
97,Danny Elfman,27139.87062682694
3750,Tim Robbins,27133.63789535125
2320,Mike Epps,27082.261674707
3322,Donnie Wahlberg,26993.29632381991
68,Tony Danza,26986.284390073022
118,David Joseph,26946.480776045355
119,Carey Mulligan,26928.78761353026
56,Erin Moriarty,26902.777932841585
2904,Kiernan Shipka,26792.210369166514
120,Bonnie Wright,26775.103980986336
69,Michael Beach,26768.619988958973
2905,Dimple Kapadia,26761.6693325578
58,Seth Green,26714.920173066923
4206,Mira Sorvino,26682.46044504611
52,Jeremy Strong,26675.16532547208
480,Rebecca Romijn,26578.33188041133
121,Jeff Green,26577.10471005979
1851,Gemma Arterton,26534.115404868386
98,John Madden,26441.761355272745
4207,Billy Crystal,26426.60123529909
2321,Randy Savage,26410.314251505315
1190,Janice Dickinson,26402.443647707456
57,Jamel Debbouze,26380.363817360987
55,America Young,26374.785258901546
98,Melissa Gilbert,26289.970029060463
99,Tim Man,26288.09566779257
481,Jalen Rose,26273.927220363665
99,Poacher,26254.29842793555
1536,Anthony Quinn,26232.301095427232
100,Nikki Reed,26208.927033858286
122,Michael Rapaport,26188.535981402874
56,Warren Beatty,26173.941946268584
70,Casey Affleck,26157.555383719377
123,Eric Bana,26124.44468594937
3323,Jordana Brewster,26101.769363532723
58,Mark Taylor,26089.256117560497
71,Cam'ron,26076.92438200913
101,Natasha Richardson,26075.94042231099
56,Richard Armitage,26018.36497938691
59,Shirley MacLaine,25983.48168071437
124,Kyra Sedgwick,25970.871856312824
57,Allison Mack,25952.09092421372
3751,Abigail Breslin,25946.9827343442
102,Fred Armisen,25945.762600983144
483,Alice Eve,25931.471977810044
482,Paul Giamatti,25931.471977810044
2322,Annette Bening,25911.976222535224
2323,Eric Roberts,25855.03826198615
1852,Adam Brody,25810.26970013697
2324,Ben Kingsley,25733.571639278827
125,Mark Strong,25721.80068836045
103,Sean Astin,25719.224411061863
2906,Lee Majors,25693.268188314727
60,Thandie Newton,25670.008041134708
2325,Terrence Howard,25664.16214058893
72,Kristen Wiig,25634.23919356123
839,Robbie Coltrane,25616.37396914925
1853,Emily Osment,25562.09402994335
1854,Justin Jones,25462.050109104297
58,Wagner Moura,25446.954488354146
2326,Tenoch Huerta,25413.94986723018
2327,Jaime Pressly,25403.876520501824
104,Larry King,25389.75478406091
105,Regina King,25354.06995653588
3752,Paul Anthony,25351.325874560604
59,Kate Bosworth,25285.33951173296
3324,Carla Gugino,25279.298510442783
1855,Anna Paquin,25189.83052465292
57,Jeff Koons,25181.627346469817
100,Dan Green,25173.54190409962
2907,Matthias Schweighöfer,25102.07086557725
1537,Riteish Deshmukh,25096.38409356252
60,Laura Prepon,25090.84148089972
59,Bret Hart,25037.433366526497
484,Billy Crudup,24986.983345815053
3325,Burt Young,24966.79200196788
58,Rob Dyrdek,24951.0410955066
1538,Barbara Eden,24923.216292679142
2908,Eric Johnson,24904.177219688983
4208,Werner Herzog,24854.89466113885
840,Isabella Rossellini,24840.12021250837
61,Mischa Barton,24799.2479311912
2328,Bridget Moynahan,24789.344930687683
1191,Don Cheadle,24787.693564132176
61,Jack Lee,24783.58212636711
60,Dwight Yoakam,24728.972050267104
1856,Famke Janssen,24714.16049011513
61,Chapman To,24673.742631952715
2329,Leslie Mann,24667.425597658155
2909,Minnie Driver,24634.154480438705
74,Ken Jeong,24582.861870997465
73,Doc Post,24582.861870997465
75,Rosie Huntington-Whiteley,24527.52622244148
62,Lucy Lawless,24513.522315905357
106,Juliette Binoche,24506.38997281484
62,Oliver Stone,24425.795821377917
1857,Eugene Levy,24424.62220822257
126,Richard Dreyfuss,24386.17830991837
53,Kathleen Turner,24370.283528916312
101,Omarion,24366.451247632303
107,M-1,24354.71296775993
63,Laetitia Casta,24340.851539803945
63,Wanda Sykes,24337.85507974757
76,Ben English,24264.681891800537
841,Zach Braff,24257.929895027704
102,Heavy D,24238.34161962162
64,Billy Connolly,24203.395181711378
77,Maria De Los Angeles,24181.678418966552
127,Cheryl Hines,24159.322642778523
1858,Emilio Estevez,24135.828122586696
4209,Tom Watson,24123.86834757593
4210,Wilmer Valderrama,24123.86834757593
128,Bruce Campbell,24094.178391053392
842,Lee Pace,24063.866455867483
1539,Kelly Slater,24048.12776926907
78,Holland Taylor,24043.339297576586
54,Robert Scott,24001.50244146739
108,Clive Owen,23989.15175650361
2330,Damon Wayans,23946.277048014017
62,Asia Argento,23893.657416849943
79,Michelle Monaghan,23891.16626404762
3753,Ty Burrell,23873.55355470145
485,Buddy Guy,23859.49885229033
55,Chris George,23847.84365503033
65,Krysten Ritter,23810.378537440123
1859,Shriya Saran,23804.183032738507
2331,Bill Pullman,23790.10567596176
103,Kristin Cavallari,23778.346458969107
486,Paula Patton,23629.411736199618
3754,Damian Lewis,23627.13103809127
104,Kimbo Slice,23584.98251676713
129,Russell Simmons,23505.54401715128
105,Justin Hartley,23418.44000035324
64,Dita Von Teese,23366.19791814067
487,Paresh Rawal,23286.956493646
488,Brendan Gleeson,23248.90591114005
65,John Edwards,23233.778105887835
106,Michael Harris,23228.15699464277
109,Sean Hayes,23222.212332317995
59,Regina Hall,23219.927446532576
130,Piper Perabo,23201.47541209549
80,Angie Dickinson,23147.84826014896
3326,Honoka,23145.48754195156
4211,Brian McKnight,23136.98282426601
4212,Drea de Matteo,23121.65485317517
4213,Eartha Kitt,23117.87896441006
66,Money Mark,23113.511564571265
66,John Kerry,23097.125106582087
2332,Ornella Muti,23096.0106890628
1860,Katey Sagal,23059.65602215764
3755,Patton Oswalt,23039.891574453894
81,Faith Evans,23019.62979929081
110,Octavia Spencer,23016.713753646225
67,Arthur Ashe,23011.839879140047
489,Joss Stone,22963.52654234536
82,Kirk Cameron,22950.460238595835
107,Taryn Manning,22943.272943272943
68,Jenny Slate,22939.606554499704
83,Billy Zane,22936.626326456837
69,Sarah Jones,22925.84554276935
843,Leonard Nimoy,22899.48582090616
1192,Morris Chestnut,22892.61133422775
