Actor name,Value,Score
Kenny Taylor,337.936823282441,6.1355
Debra Wilson,337.936823282441,6.1355
Charles Dennis,337.936823282441,6.1355
Princess Donna,337.722048221504,6.1351
Kelly Walker,337.722048221504,6.1351
Claudia Michelsen,337.645658124649,6.135
Ryan Parker,337.527368441165,6.1348
Barry McCarthy,337.527368441165,6.1348
Chris Hanson,337.390831212857,6.1345
Yannick Bisson,337.292542459246,6.1344
John Bravo,337.181313741669,6.1342
Ronn Moss,337.136920843873,6.1341
Rocco Ritchie,337.136920843873,6.1341
Will Friedle,337.124675812108,6.1341
Brandon Baker,336.768031136133,6.1334
Eric Close,336.768031136133,6.1334
Bruce Wang,336.768031136133,6.1334
Justin Berfield,336.768031136133,6.1334
Sherman Hemsley,336.491376876558,6.1329
Veronica Garcia,336.379359499157,6.1327
Hans Kim,336.37539790041,6.1327
Beau Garrett,336.087369117302,6.1322
Ken Thomas,336.020573423861,6.1321
Jayma Mays,335.982604248985,6.132
Parminder Nagra,335.928285779572,6.1319
John Snyder,335.86144211258,6.1318
Maria Corso,335.383946926987,6.131
Kellie Martin,335.26240306583,6.1308
Dave Mirra,335.010457035278,6.1303
David Prowse,334.599959787054,6.1296
Michael Jace,334.549734893122,6.1295
Jonathan Tucker,334.479296260265,6.1293
Megan Follows,334.396161954123,6.1292
Helen Baxendale,334.284668354476,6.129
Justin Adams,334.0714568189,6.1286
Stephanie Courtney,333.935821060297,6.1284
Daniel Heriban,333.934757889277,6.1284
Paige Turco,333.713155685713,6.128
Ciara Bravo,333.274664925247,6.1272
Brooke Elliott,333.239477178704,6.1271
Lisa Jay,333.159462421029,6.127
Justina Machado,333.155482163352,6.127
Max Paradise,333.09715040795,6.1269
Sarah Bolger,333.039218323393,6.1268
Joanna Page,332.972974141717,6.1266
Chang Chen,332.951962794647,6.1266
Mike Paris,332.847389713804,6.1264
Stephen Moyer,332.680138120215,6.1261
Attila Árpa,332.635988670413,6.126
Afrika Bambaataa,332.158869878147,6.1252
Antonie Kamerling,332.158869878147,6.1252
Mary Elizabeth Ellis,332.094263223567,6.1251
Bonnie Bedelia,331.997945709275,6.1249
Chasey Lain,331.938142338075,6.1248
Obie Trice,331.938142338075,6.1248
Mario Van Peebles,331.927808173759,6.1248
Carlos Guzman,331.842676660519,6.1246
James Garrett,331.834670863195,6.1246
Joe Urban,331.611778105425,6.1242
Nonso Anozie,331.555183743809,6.1241
Ralph Waite,331.471693823158,6.1239
Kirron Kher,331.110334976155,6.1233
Takehito Koyasu,331.110334976155,6.1233
Caleb Landry Jones,330.927017399718,6.1229
Mike Mills,330.686483115563,6.1225
Rico Bueno,330.622915913442,6.1224
John Forsythe,330.564107073727,6.1223
David Chandler,330.480430201215,6.1221
Patricia Neal,330.183442290246,6.1216
Emilie de Ravin,330.181084282432,6.1216
Charles Nelson Reilly,330.089911538532,6.1214
Andrew Buchan,329.979578928811,6.1212
Bellamy Young,329.812785017901,6.1209
Kevin Michael Richardson,329.728796814888,6.1208
Jamie Anderson,329.663221326534,6.1206
Jason Earles,329.456363572683,6.1203
Ross Kelly,329.443300848211,6.1202
Mark Addy,329.319732684657,6.12
Laura Harris,329.270531879207,6.1199
Michael Shanks,329.270531879207,6.1199
Mary Elizabeth Mastrantonio,329.23942164085,6.1199
Steve Albini,329.167251389314,6.1197
Harry Shearer,328.950712851004,6.1193
Garret Dillahunt,328.950712851004,6.1193
Marc Blucas,328.832129320777,6.1191
Abe Vigoda,328.832129320777,6.1191
Penelope Wilton,328.698552636084,6.1189
Mark Sheppard,328.512125128309,6.1185
Daniel Lugo,328.440090339251,6.1184
Jeff Kelly,328.279085527674,6.1181
John Kerr,328.188175246523,6.118
Kool DJ Herc,328.181877367789,6.1179
Elizabeth Nicole,328.024408192122,6.1177
Renny Harlin,328.024408192122,6.1177
Declan Donnelly,327.867608964358,6.1174
Matt Wolf,327.826362879736,6.1173
Joel Grey,327.788915558849,6.1172
Kevin Sussman,327.686737477405,6.117
Margo Harshman,327.583528536863,6.1168
Jim Rash,327.516881182194,6.1167
Chris Kirkpatrick,327.469317223426,6.1166
Candice Accola,327.416594191091,6.1165
Casey Lee,327.321006844249,6.1164
Zahn McClarnon,327.321006844249,6.1164
Richard Antonio,327.219516173992,6.1162
Jason Cooper,327.159633574371,6.1161
David Harewood,327.089794063757,6.1159
Peter Greene,327.089794063757,6.1159
Lucy DeVito,327.089794063757,6.1159
Tom Wopat,327.079462394286,6.1159
Roma Downey,326.382193880267,6.1146
Paul Michael Glaser,326.331442739304,6.1145
Burt Ward,326.331442739304,6.1145
Colin Ford,326.253273542199,6.1144
Will Mellor,326.245648566331,6.1144
Daphne Zuniga,325.981782911759,6.1139
Richard Crenna,325.974855089807,6.1139
Arianna Huffington,325.974855089807,6.1139
Scott Dixon,325.974855089807,6.1139
Mädchen Amick,325.974855089807,6.1139
Jordan Ward,325.858896952153,6.1137
Philip Bailey,325.798035997309,6.1136
Mike Ness,325.701865228298,6.1134
David McCullough,325.446455636078,6.1129
Natalie Hall,325.369229502311,6.1128
Mariette Hartley,325.333569008455,6.1127
Richard Hatch,325.271780958671,6.1126
Assata Shakur,324.821705392499,6.1118
David Herman,324.514146523827,6.1112
Bob Carter,324.470571778804,6.1111
Angus T. Jones,324.434723383894,6.111
Ione Skye,324.434723383894,6.111
Donald Douglas,324.388551255603,6.1109
John DeSantis,324.225363010639,6.1106
Jenifer Lewis,324.1785208234,6.1106
Diedrich Bader,323.847770627546,6.1099
Tracy White,323.7538607512,6.1098
Shooter Jennings,323.742784400235,6.1097
Tracy Nelson,323.493855881326,6.1093
Robert Reeves,323.466343630564,6.1092
Débora Nascimento,323.404831918769,6.1091
Shenae Grimes,323.382588483292,6.1091
Marie Luv,323.284619570534,6.1089
Jeffrey Allen,323.237598074512,6.1088
Raz Degan,323.227389511452,6.1088
Mark Wells,323.221577822428,6.1088
Paul Duke,323.000485575379,6.1084
Małgorzata Kożuchowska,322.277995201895,6.107
Brian Gilbert,322.165509427739,6.1068
Raju Singh,322.159003971154,6.1068
Tony Jay,322.125893335515,6.1067
Debbe Dunning,322.125893335515,6.1067
Lee Cherry,321.565075390011,6.1057
Sandra Taylor,321.517485519152,6.1056
Corbin Bernsen,321.505775461319,6.1056
Jessie Andrews,321.399780870597,6.1054
Mary Hart,320.998139744925,6.1046
Kim Delaney,320.998139744925,6.1046
Daniel Clark,320.952781936837,6.1045
Mary-Louise Parker,320.702835131809,6.1041
Eric Christian Olsen,320.657837737114,6.104
Andrew Lauren,320.605517882385,6.1039
Tom Wilkinson,320.42032727065,6.1035
Yvette Nicole Brown,320.368032313583,6.1034
Stephanie March,320.358651523171,6.1034
Moises Arias,320.246570985527,6.1032
Laura Morante,320.161703819951,6.103
Elena Lopez,320.160782342684,6.103
Jeff Stone,320.146575394639,6.103
Thierry Neuvic,320.142074198606,6.103
Anthony Daniels,320.115791167351,6.103
Tom Lucas,320.073632451966,6.1029
Sean North,319.842915282073,6.1024
Eva Marie Saint,319.842915282073,6.1024
Graham Phillips,319.63341904376,6.1021
Maurice White,319.511428973399,6.1018
London Clark,319.405686157914,6.1016
Dan Castellaneta,319.184462048499,6.1012
Robert McNamara,319.153987429657,6.1011
Essie Davis,319.012329256493,6.1009
Roy Dupuis,318.940877157924,6.1007
Sean Hall,318.670461199728,6.1002
Patrick Chesnais,318.625660369105,6.1001
Lindsay Price,318.509782072484,6.0999
Pollyanna McIntosh,318.474493145755,6.0999
Peter Coyote,318.171178041996,6.0993
Martin Mull,318.008226243895,6.099
Maggie Moore,317.999576116173,6.099
Jason Low,317.943869248333,6.0989
Sarah Thompson,317.717179883445,6.0984
Shannon Briggs,317.556228817911,6.0981
Michael Cassidy,317.516171003576,6.098
Manu Bennett,317.490988395435,6.098
Bob Forrest,317.409645059542,6.0978
Michael Urie,317.283662821833,6.0976
Amy Brenneman,316.998246087613,6.0971
Nicki Aycox,316.998246087613,6.0971
Garrison Keillor,316.848690718882,6.0968
Aaron Douglas,316.791898707578,6.0967
Yan Su,316.778622782778,6.0966
Paul Hilton,316.733672343331,6.0966
Eric Lloyd,316.67385034891,6.0964
Linda Harrison,316.637000147089,6.0964
Forrest Griffin,316.508667419435,6.0961
Ophélie Winter,316.506972489724,6.0961
Kurt Loder,316.397300901084,6.0959
Ralph Stanley,316.387257407223,6.0959
Frank Darabont,316.385301418833,6.0959
Peter Samuel,316.357023138834,6.0958
Tamala Jones,316.35185236473,6.0958
Jean Carol,316.332262160415,6.0958
Claudia Christian,316.14461002899,6.0954
Bernard White,316.130825376797,6.0954
Dean cook,315.768295907342,6.0947
Margaret Lake,315.704796942836,6.0946
Shelley Conn,315.704796942836,6.0946
Kayvan Novak,315.51019327265,6.0942
Ivana Miličević,315.242937320035,6.0937
Bob Gray,315.19535344674,6.0936
Andrew Warren,314.979330498291,6.0932
Lainie Kazan,314.828841884505,6.0929
Michelle Harrison,314.757975797241,6.0928
Brian Baker,314.52511363999,6.0923
Thomas Lloyd,314.52511363999,6.0923
Natalie Alyn Lind,314.371711592778,6.092
Michael Tower,314.303928526365,6.0919
Austin Abrams,314.118042015983,6.0915
Jenny Kim,313.931939831968,6.0912
Dean Stockwell,313.753744836276,6.0908
Will Finn,313.726063378833,6.0908
Michelle Grace,313.68889620775,6.0907
Kevin Connolly,313.634005696708,6.0906
Madison Riley,313.533066727601,6.0904
Ryan Kelley,313.384672885034,6.0901
Nicole Sheridan,313.384672885034,6.0901
Madison Lintz,313.384672885034,6.0901
William Monroe,313.335987085313,6.09
Kashmira Shah,313.32077359567,6.09
Martina Gedeck,313.276882593189,6.0899
Bob Adams,313.225382487698,6.0898
Jack Dee,313.168664358731,6.0897
Sarah Douglas,313.045097159706,6.0895
Charlotte Salt,312.917604001846,6.0892
Chris Sullivan,312.861519223237,6.0891
David Alan Grier,312.758607154125,6.0889
Connor Day,312.64196541552,6.0887
Monica Rodriguez,312.519643860544,6.0885
Kim Winter,312.334593774356,6.0881
Victoria Clark,312.25235809452,6.0879
Yi Zhao,312.206184913315,6.0879
Richard Cox,312.106423038466,6.0877
Karan Soni,312.038749105286,6.0875
Peter Nelson,312.030183342381,6.0875
Tamsin Egerton,311.963586916474,6.0874
Toby Kebbell,311.928070822783,6.0873
Blanca Portillo,311.917751729755,6.0873
Tony Roberts,311.538377466611,6.0866
Shane Harper,311.503470845219,6.0865
John Lone,311.470064096678,6.0864
Andrew Collins,311.460930183578,6.0864
Stefanie Scott,311.397570361683,6.0863
Asher Book,311.397282186961,6.0863
Jennifer Sky,311.192008441945,6.0859
John Ashton,311.062020055378,6.0856
John Lasseter,311.04470905516,6.0856
Michael Eisner,311.04470905516,6.0856
Andrew Silver,311.032046003803,6.0856
Tony Travis,310.900775161392,6.0853
Sharon Small,310.870834527008,6.0853
Jason Ring,310.795566837935,6.0851
Michael Greene,310.75471295921,6.085
Abby Rao,310.733964989224,6.085
Melanie Brown,310.614036276029,6.0848
Madison Mason,310.611461447046,6.0848
Michael Hampton,310.538630985316,6.0846
Adam Gontier,310.496334886094,6.0845
Jack Davenport,310.414439420182,6.0844
Benito Martinez,310.344582763565,6.0842
Kevin Pollak,310.224871059168,6.084
Jessie Ward,310.149248956434,6.0839
Ellen David,310.067786386512,6.0837
Luke Ford,309.971494014406,6.0835
Penn Jillette,309.768273049187,6.0831
Lara Pulver,309.75660214519,6.0831
Alison King,309.6898992361,6.083
Danny Strong,309.681782183305,6.0829
Jordan Carlos,309.667709493042,6.0829
Shea Whigham,309.398636656207,6.0824
Mark-Paul Gosselaar,309.285440569613,6.0822
Rod Brown,309.166756975199,6.0819
Anika Noni Rose,309.105695923979,6.0818
Eddie Cahill,309.052165886624,6.0817
Tamzin Outhwaite,308.728104922293,6.0811
Ansuya,308.716031628439,6.0811
Brad Hall,308.68337991587,6.081
Blair Brown,308.556351382719,6.0807
Jeff Garcia,308.556351382719,6.0807
Edward Burns,308.413255562467,6.0805
Terri Irwin,308.309202303232,6.0803
Olly Alexander,308.210444399462,6.0801
Beatrice Rosen,308.120923622521,6.0799
Laz Alonso,308.096468529471,6.0798
Sean Maguire,307.755624899255,6.0792
Dabney Coleman,307.700670033416,6.0791
Yashpal Sharma,307.700670033416,6.0791
Theresa Randle,307.607996887153,6.0789
Michael Nyqvist,307.388398230952,6.0784
Dee Bradley Baker,307.388398230952,6.0784
Mark Arnold,307.315469610571,6.0783
Peter Jacobson,307.193501489617,6.0781
Tony Perez,307.193501489617,6.0781
Jamie Farr,307.078133244014,6.0778
Christopher McDonald,307.078133244014,6.0778
Richard Harmon,307.066020035879,6.0778
Ralph Tresvant,307.04278166272,6.0778
Tahj Mowry,307.04278166272,6.0778
Matthew Settle,306.995540503527,6.0777
Randy Lee,306.91702978094,6.0775
Justin Guarini,306.841261957609,6.0774
Sidney Lumet,306.674240898324,6.077
Robert Kirk,306.569051016816,6.0768
Sam Murphy,306.413904999739,6.0765
Christopher Gorham,306.295644142853,6.0763
Keiko Kitagawa,306.239484404245,6.0762
Jeff Rose,306.228064214339,6.0761
Tim Clark,306.196887262355,6.0761
Luis Chávez,306.163827887683,6.076
Dagmara Dominczyk,306.084201942849,6.0759
Ian Ziering,306.067993710277,6.0758
Ken Jordan,306.065653560302,6.0758
Luis Rosales,306.038840277327,6.0758
David Conrad,306.000056145475,6.0757
Vinessa Shaw,305.93344598905,6.0756
Fabio Testi,305.928330296216,6.0756
Steve Pemberton,305.918482288304,6.0755
Pokwang,305.918482288304,6.0755
Mark Gonzales,305.903726045237,6.0755
Dennis Farina,305.884327837957,6.0755
Elias Koteas,305.884327837957,6.0755
Charles Mitchell,305.822837768528,6.0753
Anthony Keyvan,305.727715463452,6.0752
Chris Hogan,305.501776181477,6.0747
Jason Hughes,305.299672617922,6.0743
Paula Newsome,305.285467318874,6.0743
Anna Foglietta,305.272193300029,6.0743
Tony Ward,305.254818035618,6.0742
Luke Goss,305.042571049872,6.0738
Daniel Read,305.037308675664,6.0738
Alison Steadman,305.004261522204,6.0737
Jimmi Simpson,304.832643559658,6.0734
Marie K,304.762845663501,6.0732
Shelley Fabares,304.680414744651,6.0731
Malcolm Smith,304.597681660825,6.0729
Satish Shah,304.584418858092,6.0729
Daniel Cooper,304.49394062237,6.0727
Bill Parks,304.457959796915,6.0726
Greg Louganis,304.320071228166,6.0724
Taylor Dooley,304.185440236104,6.0721
Janine Turner,304.072087509332,6.0719
Robert Joy,304.072087509332,6.0719
Joe Franklin,303.944409730224,6.0716
Joey Heatherton,303.944409730224,6.0716
Udo Kier,303.922758281283,6.0716
John Howell,303.902165396443,6.0715
Dave Lombardo,303.892712703478,6.0715
Drica Moraes,303.846693590136,6.0714
David Faustino,303.579636037836,6.0709
Genie Francis,303.579636037836,6.0709
Kenny Baker,303.558211276451,6.0708
Clifton Powell,303.485592361725,6.0707
David Jensen,303.485592361725,6.0707
Lili Taylor,303.485592361725,6.0707
Zoe Wanamaker,303.475021501529,6.0707
Lela Loren,303.375527692487,6.0705
Kate Flannery,303.336473233825,6.0704
Mike Cole,303.336473233825,6.0704
Thomas Kretschmann,303.301981019204,6.0703
Chad Allen,303.097212911283,6.0699
Jamie Bamber,302.894372022272,6.0695
Antje Traue,302.893554883493,6.0695
Pete Weber,302.872825982475,6.0695
Harland Williams,302.799137162665,6.0693
Nicholle Tom,302.580824879202,6.0689
Eliza Coupe,302.530150823475,6.0688
Phyllis Smith,302.510623310414,6.0687
Jessica McNamee,302.427547340177,6.0686
Loni Love,302.093290966472,6.0679
Alexander Payne,302.062213719792,6.0678
Lisa Nichols,302.062213719792,6.0678
Luciano Szafir,302.038802145709,6.0678
Nathan Johnson,301.898958374814,6.0675
Murilo Benício,301.896210509338,6.0675
Charlie Ray,301.856248188688,6.0674
Dan Povenmire,301.856248188688,6.0674
April Scott,301.856248188688,6.0674
Adam Marcus,301.831320889273,6.0674
Gareth Williams,301.745061023595,6.0672
Justin Pierce,301.416492700736,6.0665
Ted McGinley,301.091278365395,6.0659
Fred Lee,300.904077254786,6.0655
Fred Dryer,300.818941493881,6.0653
Richy Müller,300.818941493881,6.0653
Bill Perkins,300.787147182101,6.0653
Judy Davis,300.675540580598,6.065
Justin Lin,300.66431113701,6.065
Rahul Bose,300.402521651753,6.0645
Brock Johnson,300.306505933563,6.0643
Beverly Johnson,300.230674886969,6.0641
Desi Lydic,300.022114344733,6.0637
Gary Gulman,299.947198432723,6.0636
Jeffrey Pierce,299.855298055493,6.0634
Marley Shelton,299.748072437125,6.0632
Art Evans,299.512340596255,6.0627
Erin Cahill,299.512340596255,6.0627
Brenda Fricker,299.176494132915,6.062
Timothy Omundson,299.076083764638,6.0618
Kelsey Chow,299.076083764638,6.0618
John McCook,299.01216300907,6.0617
William Petersen,298.943966657017,6.0615
Daniel Baldwin,298.943966657017,6.0615
Charles Shaughnessy,298.942982890333,6.0615
Jim Hanks,298.942982890333,6.0615
Grace Carter,298.942982890333,6.0615
Colm Meaney,298.90597815344,6.0615
Jeremy Miller,298.88727817868,6.0614
Stephen Colletti,298.877661078665,6.0614
Mark Brooks,298.818346610834,6.0613
Kerr Smith,298.811910272,6.0613
Kevin McDonald,298.744328104268,6.0611
Olivia Olson,298.744328104268,6.0611
Tony Dorsett,298.602920692954,6.0608
J Mascis,298.542306828936,6.0607
Joel Courtney,298.50267021608,6.0606
David Denman,298.435882072638,6.0605
Christian Franklin,298.3603700555,6.0603
Christine Hakim,298.237447813743,6.0601
Ana Gasteyer,298.073502200046,6.0598
Adam Hicks,298.064761143424,6.0597
Uwe Boll,297.955948619452,6.0595
Kane Hodder,297.955948619452,6.0595
Erika Alexander,297.792642400098,6.0592
James MacDonald,297.644822878677,6.0589
Jodelle Ferland,297.500045945201,6.0586
Ken Jackson,297.37754212722,6.0583
Blowfly,297.27478318442,6.0581
John Zorn,297.268559314945,6.0581
Sylvia Syms,297.242860269372,6.0581
Leo Bill,297.208399514746,6.058
Robert Portal,297.169909558345,6.0579
Kate Fleetwood,297.161358247756,6.0579
Steve Christopher,296.898004495059,6.0574
Khary Payton,296.808957829014,6.0572
Leslie Charles,296.795028587996,6.0571
Alex Lane,296.693567467548,6.0569
Jorja Fox,296.693567467548,6.0569
Chris Bruno,296.669714714655,6.0569
Penelope Ann Miller,296.633916165078,6.0568
Tomas Milian,296.397154696396,6.0563
Dave Foley,296.114563020512,6.0557
Carson Kressley,295.997704430029,6.0555
Roger Bart,295.878929898926,6.0553
Melinda Clarke,295.878345848022,6.0553
Samantha Mumba,295.877379629714,6.0553
Leonard Robinson,295.877379629714,6.0553
Sharon Leal,295.822519568549,6.0551
Nicholas Brendon,295.821572419376,6.0551
Tony Barry,295.810108222134,6.0551
Walker Howard,295.779212395442,6.0551
Freddie Stroma,295.779212395442,6.0551
Jim Beaver,295.772609788292,6.055
Patrick Gallagher,295.672586868262,6.0548
Gary Ray,295.632408019848,6.0548
Roman Polański,295.607437709795,6.0547
Joe Torre,295.473557529673,6.0544
Reece Shearsmith,295.271581181566,6.054
Justin Bartha,295.271581181566,6.054
Mark Frost,295.271581181566,6.054
Nana Visitor,295.242608245259,6.054
David Shapiro,295.081885121189,6.0536
Michael Emerson,295.062032377944,6.0536
Anthony Brooks,294.964860791297,6.0534
Violante Placido,294.904458433236,6.0533
Noman Ijaz,294.904458433236,6.0533
Tony Lip,294.828388202233,6.0531
Vic Mignogna,294.794728635756,6.053
Brendan Penny,294.791279379787,6.053
Bogusław Linda,294.665134012977,6.0528
Mary Walsh,294.634197362362,6.0527
Scott Cohen,294.595543183895,6.0526
Kimberly Elise,294.595101325042,6.0526
Rob Hill,294.416371807646,6.0522
Raven-Symoné,294.290939266073,6.052
Derek Luke,294.253745030429,6.0519
Janet McTeer,294.253745030429,6.0519
Alice Krige,294.232127445645,6.0519
Nate Jones,294.19811039747,6.0518
Peta Wilson,294.182329883624,6.0518
Eduardo Flores,294.108017513528,6.0516
Christina Chang,293.837333292371,6.051
Edison Chen,293.804615963001,6.051
Sarah Ramos,293.804615963001,6.051
Patrick Timsit,293.65041112778,6.0507
John Bach,293.626205348071,6.0506
Randy Blythe,293.557794630236,6.0505
Peter Bogdanovich,293.557794630236,6.0505
Bryan Kelly,293.557794630236,6.0505
Tom Bloom,293.463568015389,6.0503
Brian Dowling,293.391015095011,6.0501
Valeria Bruni Tedeschi,293.306496376167,6.0499
Alex Wright,293.303514455941,6.0499
